"Etiquetas de fila","2017_corrupcion","2018_corrupcion","2019_corrupcion","2020_corrupcion","2021_corrupcion","2022_corrupcion","2023_corrupcion","2024_corrupcion","2017_IDH","2018_IDH","2019_IDH","2020_IDH","2021_IDH","2022_IDH","2023_IDH","2024_IDH","2017_PIM","2018_PIM","2019_PIM","2020_PIM","2021_PIM","2022_PIM","2023_PIM","2024_PIM","2017_Devengado","2018_Devengado2","2019_Devengado22","2020_Devengado2","2021_Devengado3","2022_Devengado23","2023_Devengado3","2024_Devengado4","2018_fragment","2022_fragment"
"MADRE DE DIOS_TAMBOPATA","3","6","2","14","8","2","7","22","0.6600050330162","0.67786061763763","0.6674912571907","0.60836410522461","0.61377209424973","0.64224410057068","0.65903449058533","0.65606838464737","  48,632,190 ","  42,285,217 ","  61,547,429 ","  88,841,396 ","  74,658,852 ","  77,778,304 ","  70,075,802 ","  82,316,045 ","  37,057,029 ","  32,616,645 ","  35,954,477 ","  54,420,400 ","  63,855,918 ","  60,118,206 ","  51,412,050 ","  68,713,618 ","  13 ","  8 "
"MOQUEGUA_GENERAL SANCHEZ CERRO","0","0","3","1","0","2","5","17","0.55418300628662","0.58442777395248","0.61130970716476","0.62142896652222","0.62756323814392","0.63814944028854","0.66062200069427","0.66804218292236","  13,102,956 ","  13,720,238 ","  20,480,448 ","  75,585,890 ","  83,509,638 ","  51,329,334 ","  24,871,214 ","  17,163,515 ","  9,221,403 ","  8,497,691 ","  8,017,128 ","  15,130,925 ","  40,955,692 ","  27,351,502 ","  8,538,605 ","  12,641,986 ","  4 ","  6 "
"MOQUEGUA_GENERAL SANCHEZ CERRO","0","0","0","0","1","0","0","0","0.55418300628662","0.58442777395248","0.61130970716476","0.62142896652222","0.62756323814392","0.63814944028854","0.66062200069427","0.66804218292236","  13,102,956 ","  13,720,238 ","  20,480,448 ","  75,585,890 ","  83,509,638 ","  51,329,334 ","  24,871,214 ","  17,163,515 ","  9,221,403 ","  8,497,691 ","  8,017,128 ","  15,130,925 ","  40,955,692 ","  27,351,502 ","  8,538,605 ","  12,641,986 ","  4 ","  6 "
"MOQUEGUA_ILO","2","5","3","4","4","3","29","10","0.7323893904686","0.74720996618271","0.75265896320343","0.75914508104324","0.78621977567673","0.78944301605225","0.79080015420914","0.7839367389679","  101,283,181 ","  96,273,424 ","  90,976,974 ","  100,241,431 ","  125,517,962 ","  182,275,918 ","  168,083,432 ","  181,315,437 ","  66,542,177 ","  68,644,799 ","  68,653,647 ","  60,896,199 ","  84,782,145 ","  129,945,036 ","  141,532,734 ","  140,807,981 ","  10 ","  8 "
"MOQUEGUA_MARISCAL NIETO","0","0","0","0","0","0","1","3","0.68353182077408","0.70403069257736","0.7041722536087","0.72683894634247","0.74985992908478","0.7553818821907","0.76576840877533","0.76196324825287","  180,135,175 ","  191,577,118 ","  182,682,605 ","  221,283,683 ","  285,432,938 ","  294,152,504 ","  184,381,702 ","  212,914,579 ","  121,854,958 ","  137,374,032 ","  147,483,490 ","  132,244,449 ","  187,809,935 ","  237,899,371 ","  156,921,593 ","  178,971,304 ","  13 ","  6 "
"PASCO_DANIEL ALCIDES CARRION","3","1","9","1","3","6","12","7","0.45474329590797","0.46671384572983","0.49475747346878","0.48051545023918","0.45716056227684","0.46939840912819","0.46542090177536","0.46834415197372","  28,714,143 ","  25,378,602 ","  31,661,714 ","  42,893,693 ","  25,257,585 ","  47,590,655 ","  31,339,851 ","  34,934,265 ","  19,307,539 ","  19,399,528 ","  17,212,101 ","  26,704,811 ","  19,662,132 ","  31,256,713 ","  22,393,323 ","  22,079,503 ","  8 ","  7 "
"PASCO_OXAPAMPA","0","0","2","2","1","0","3","5","0.52077740430832","0.51808297634125","0.53405356407166","0.49559247493744","0.52259236574173","0.53575754165649","0.54692220687866","0.55115979909897","  42,684,059 ","  33,006,252 ","  30,908,617 ","  52,052,491 ","  44,523,938 ","  43,892,205 ","  48,305,429 ","  102,839,630 ","  33,032,961 ","  25,977,556 ","  24,991,109 ","  36,569,433 ","  34,936,969 ","  30,163,586 ","  31,814,363 ","  42,916,230 ","  10 ","  6 "
"PASCO_PASCO","3","2","5","3","5","5","5","12","0.58354622125626","0.57434338331223","0.60294079780579","0.55805504322052","0.56628030538559","0.58613264560699","0.6011500954628","0.60441452264786","  51,279,928 ","  51,264,204 ","  43,669,902 ","  72,622,990 ","  56,893,999 ","  69,444,305 ","  46,130,379 ","  47,966,077 ","  28,125,843 ","  31,473,057 ","  23,072,712 ","  36,556,399 ","  41,283,818 ","  39,419,893 ","  36,402,570 ","  39,826,697 ","  9 ","  9 "
"PIURA_AYABACA","0","0","0","0","1","0","1","0","0.41533410549164","0.42294770479202","0.43402597308159","0.43929922580719","0.46895453333855","0.45488446950912","0.43537098169327","0.45220187306404","  63,013,044 ","  48,318,139 ","  79,259,093 ","  186,736,799 ","  136,851,776 ","  127,055,696 ","  66,905,690 ","  104,746,960 ","  44,189,722 ","  41,669,953 ","  37,039,353 ","  73,473,356 ","  74,075,870 ","  92,095,096 ","  51,763,863 ","  91,853,102 ","  7 ","  7 "
"PIURA_HUANCABAMBA","0","0","0","0","0","0","1","2","0.41196823120117","0.42479935288429","0.43190607428551","0.4406071305275","0.46551108360291","0.45834293961525","0.44530519843102","0.44623610377312","  49,841,705 ","  42,671,959 ","  69,729,792 ","  117,682,624 ","  72,630,518 ","  100,392,068 ","  89,610,159 ","  88,846,442 ","  42,065,172 ","  26,328,873 ","  37,829,791 ","  73,593,316 ","  50,388,321 ","  60,547,097 ","  69,991,893 ","  61,758,061 ","  6 ","  4 "
"PIURA_MORROPON","3","2","1","0","0","1","12","4","0.5171919465065","0.52186721563339","0.51332587003708","0.5035462975502","0.52639329433441","0.52390348911285","0.51715046167374","0.52566885948181","  59,794,975 ","  63,130,786 ","  113,408,968 ","  131,324,098 ","  157,164,861 ","  167,104,456 ","  144,285,314 ","  111,897,653 ","  47,511,820 ","  41,351,362 ","  78,441,036 ","  89,994,253 ","  118,364,534 ","  126,877,162 ","  118,681,058 ","  83,902,618 ","  9 ","  10 "
"PIURA_PAITA","2","2","5","6","4","7","13","14","0.58968544006348","0.6001296043396","0.60516363382339","0.56558382511139","0.59209781885147","0.57897990942001","0.58298951387405","0.59206956624985","  84,713,547 ","  139,793,777 ","  152,526,220 ","  154,334,732 ","  129,549,760 ","  138,154,807 ","  159,675,545 ","  153,850,595 ","  58,699,021 ","  58,419,686 ","  70,326,913 ","  84,456,282 ","  85,633,481 ","  83,567,926 ","  105,932,239 ","  113,221,808 ","  9 ","  10 "
"PIURA_PIURA","6","5","2","3","3","7","11","23","0.60735803842545","0.61164343357086","0.61852741241455","0.5813050866127","0.59772354364395","0.59460282325745","0.59730631113052","0.60248672962189","  195,505,146 ","  207,028,811 ","  213,074,068 ","  302,145,010 ","  289,227,360 ","  322,847,674 ","  474,197,703 ","  361,806,302 ","  123,978,110 ","  145,465,762 ","  149,651,283 ","  176,801,598 ","  216,462,657 ","  228,665,121 ","  342,064,310 ","  295,957,724 ","  14 ","  11 "
"PIURA_SECHURA","1","1","1","0","0","1","7","3","0.55769866704941","0.54979348182678","0.56871938705444","0.52722436189651","0.55943828821182","0.56024658679962","0.56607812643051","0.55819422006607","  44,462,818 ","  51,297,217 ","  78,237,293 ","  84,553,572 ","  138,743,098 ","  159,157,675 ","  174,270,832 ","  142,967,744 ","  40,115,471 ","  39,326,016 ","  60,685,092 ","  41,252,798 ","  67,332,000 ","  71,347,531 ","  85,260,173 ","  107,281,052 ","  9 ","  7 "
"PIURA_SULLANA","2","1","5","3","5","5","6","9","0.59927159547806","0.60919141769409","0.61303716897964","0.56818246841431","0.59637027978897","0.58971530199051","0.58948111534119","0.5946632027626","  185,840,147 ","  130,793,826 ","  133,624,935 ","  195,629,068 ","  221,171,450 ","  184,339,670 ","  174,533,288 ","  178,383,362 ","  146,963,029 ","  98,805,942 ","  98,596,630 ","  129,891,463 ","  138,003,460 ","  147,196,143 ","  136,182,936 ","  143,357,675 ","  13 ","  11 "
"PIURA_TALARA","1","1","0","2","2","1","4","11","0.63664180040359","0.64327120780945","0.64804548025131","0.60299432277679","0.62525576353073","0.61341166496277","0.62775462865829","0.63045901060104","  117,448,457 ","  131,520,516 ","  122,180,215 ","  148,165,574 ","  166,846,069 ","  206,347,558 ","  232,898,080 ","  186,490,396 ","  79,974,574 ","  75,420,127 ","  67,748,212 ","  69,269,255 ","  112,779,287 ","  133,254,476 ","  160,404,126 ","  161,343,473 ","  13 ","  13 "
"PUNO_AZANGARO","1","0","0","0","0","0","0","0","0.41987556219101","0.4407257437706","0.4542523920536","0.47067561745644","0.45920649170876","0.44649919867516","0.45452338457108","0.47208565473557","  53,162,302 ","  39,378,301 ","  52,796,854 ","  97,777,918 ","  84,465,992 ","  75,917,291 ","  55,463,362 ","  77,598,544 ","  41,103,205 ","  34,378,725 ","  42,739,140 ","  50,546,727 ","  63,135,401 ","  58,723,438 ","  46,175,364 ","  51,447,833 ","  9 ","  6 "
"PUNO_CARABAYA","2","3","2","2","12","12","10","22","0.4314991235733","0.44320583343506","0.44967892765999","0.46813431382179","0.45218154788017","0.46548667550087","0.47005236148834","0.46806252002716","  29,371,503 ","  43,849,445 ","  60,678,560 ","  76,866,250 ","  60,158,572 ","  72,735,899 ","  46,352,937 ","  58,041,744 ","  23,649,957 ","  20,144,433 ","  22,701,357 ","  34,788,285 ","  40,653,519 ","  48,079,019 ","  43,472,993 ","  38,160,279 ","  8 ","  6 "
"PUNO_CHUCUITO","3","5","5","5","4","4","0","1","0.46326598525047","0.46618667244911","0.48260912299156","0.49808606505394","0.49198353290558","0.47742718458176","0.48288008570671","0.49543690681458","  72,024,736 ","  70,981,334 ","  56,413,694 ","  91,867,062 ","  74,406,028 ","  54,327,607 ","  40,591,596 ","  48,549,373 ","  37,858,340 ","  50,528,508 ","  34,119,473 ","  40,101,567 ","  62,260,898 ","  38,102,151 ","  34,102,342 ","  41,874,228 ","  9 ","  5 "
"PUNO_EL COLLAO","0","0","1","4","0","6","1","4","0.45205417275429","0.45405331254005","0.47600966691971","0.48343008756638","0.47622230648994","0.46415942907333","0.46207183599472","0.48689618706703","  36,674,602 ","  38,365,273 ","  54,112,266 ","  74,353,548 ","  110,153,960 ","  74,292,794 ","  52,745,400 ","  61,257,089 ","  30,785,644 ","  31,072,498 ","  41,429,473 ","  48,209,147 ","  53,732,984 ","  57,752,764 ","  44,055,192 ","  50,038,747 ","  10 ","  10 "
"PUNO_HUANCANE","0","0","1","0","1","0","0","0","0.41780379414558","0.42125952243805","0.43514043092728","0.46974158287048","0.43851298093796","0.43125352263451","0.43700793385506","0.44437545537949","  20,656,627 ","  25,067,229 ","  27,213,640 ","  45,852,119 ","  37,614,545 ","  57,521,668 ","  50,019,908 ","  48,274,442 ","  16,125,137 ","  21,440,414 ","  24,340,487 ","  20,382,125 ","  34,421,388 ","  23,906,089 ","  45,523,135 ","  26,254,510 ","  6 ","  6 "
"PUNO_LAMPA","0","3","6","3","1","5","7","6","0.45639118552208","0.45540529489517","0.471460044384","0.48937264084816","0.47411853075027","0.46535065770149","0.4887278676033","0.48428928852081","  23,676,723 ","  14,549,816 ","  12,011,054 ","  49,925,687 ","  32,106,858 ","  20,736,275 ","  23,732,424 ","  24,376,062 ","  19,531,934 ","  13,504,229 ","  8,753,820 ","  22,616,197 ","  28,135,643 ","  13,445,902 ","  18,762,483 ","  20,777,206 ","  8 ","  4 "
"PUNO_MELGAR","3","5","7","4","6","8","10","15","0.48269778490067","0.48842024803162","0.49576091766357","0.50246876478195","0.48994868993759","0.48235985636711","0.49357396364212","0.50494146347046","  32,301,873 ","  38,115,619 ","  38,795,011 ","  86,477,244 ","  47,427,194 ","  45,194,132 ","  37,244,783 ","  40,943,698 ","  28,865,864 ","  23,605,578 ","  30,781,592 ","  57,389,208 ","  39,733,324 ","  34,446,381 ","  31,701,975 ","  29,626,465 ","  9 ","  8 "
"PUNO_MOHO","1","0","0","0","0","0","0","0","0.3950466811657","0.39923283457756","0.42365851998329","0.46357858181","0.42670944333076","0.41548684239388","0.42852783203125","0.4371337890625","  20,786,711 ","  18,108,223 ","  16,568,130 ","  20,513,042 ","  15,398,973 ","  14,996,937 ","  15,644,957 ","  13,181,389 ","  16,622,346 ","  15,708,157 ","  12,895,955 ","  14,228,428 ","  13,301,084 ","  12,796,199 ","  12,017,452 ","  11,710,383 ","  6 ","  6 "
"PUNO_PUNO","2","0","0","0","1","1","6","11","0.56804835796356","0.5674889087677","0.59320831298828","0.58323413133621","0.55083382129669","0.57104849815369","0.58803009986877","0.59024405479431","  100,696,675 ","  93,498,870 ","  82,689,166 ","  148,077,661 ","  114,388,231 ","  126,402,241 ","  125,076,739 ","  136,718,073 ","  75,286,437 ","  63,319,669 ","  67,405,538 ","  95,272,120 ","  90,009,446 ","  94,757,374 ","  90,587,576 ","  118,894,591 ","  12 ","  10 "
"PUNO_SAN ANTONIO DE PUTINA","0","3","6","2","5","5","4","12","0.52721059322357","0.52894926071167","0.52949094772339","0.53374344110489","0.50708818435669","0.53092193603516","0.5307212471962","0.51889485120773","  48,413,570 ","  45,414,312 ","  29,484,606 ","  61,787,152 ","  39,146,231 ","  39,072,233 ","  26,558,632 ","  27,566,905 ","  29,468,390 ","  31,732,200 ","  22,401,926 ","  41,568,880 ","  31,125,325 ","  26,890,229 ","  21,932,872 ","  22,621,721 ","  9 ","  5 "
"PUNO_SAN ROMAN","9","12","12","6","10","8","15","31","0.57574045658112","0.58045464754105","0.59197497367859","0.56518071889877","0.55442452430725","0.57074403762817","0.58381754159927","0.57929313182831","  201,329,679 ","  103,494,859 ","  101,839,717 ","  143,082,379 ","  119,779,666 ","  149,655,069 ","  152,585,207 ","  193,651,074 ","  84,787,038 ","  77,101,079 ","  89,803,922 ","  110,006,437 ","  106,913,163 ","  126,294,215 ","  103,066,860 ","  160,434,044 ","  17 ","  13 "
"PUNO_SANDIA","0","0","0","1","3","0","10","5","0.42632302641869","0.44067186117172","0.45995083451271","0.47593557834625","0.46574404835701","0.46930748224258","0.47230157256126","0.45999678969383","  17,711,883 ","  17,404,206 ","  18,292,923 ","  45,768,418 ","  40,483,777 ","  31,560,880 ","  23,694,275 ","  26,250,988 ","  14,772,770 ","  15,629,891 ","  13,648,421 ","  28,907,340 ","  35,975,510 ","  29,687,207 ","  22,036,144 ","  21,812,634 ","  6 ","  3 "
"PUNO_YUNGUYO","0","2","2","1","1","2","5","3","0.43718335032463","0.43949389457703","0.44848355650902","0.4759738445282","0.43885833024979","0.4405805170536","0.44114658236504","0.4662781059742","  16,483,815 ","  14,290,361 ","  33,336,505 ","  37,621,289 ","  32,066,654 ","  29,164,154 ","  23,894,561 ","  31,169,017 ","  12,699,905 ","  11,933,238 ","  17,056,483 ","  22,733,379 ","  19,604,433 ","  22,393,210 ","  17,724,704 ","  19,764,180 ","  7 ","  6 "
"SAN MARTIN_BELLAVISTA","3","2","0","2","1","3","3","8","0.54131442308426","0.538833796978","0.54462510347366","0.53237301111221","0.54193544387817","0.547427713871","0.54184466600418","0.56162703037262","  45,484,396 ","  28,186,663 ","  19,472,919 ","  51,966,318 ","  35,419,353 ","  24,191,788 ","  20,434,554 ","  20,421,688 ","  30,845,510 ","  25,356,873 ","  16,377,260 ","  40,263,535 ","  23,758,667 ","  20,817,732 ","  18,511,838 ","  16,972,671 ","  9 ","  5 "
"SAN MARTIN_EL DORADO","0","0","1","1","0","1","1","5","0.50076693296432","0.49872785806656","0.50177961587906","0.48528128862381","0.50235056877136","0.50087225437164","0.50571477413177","0.52330034971237","  21,078,794 ","  15,529,542 ","  20,076,085 ","  27,272,330 ","  21,906,908 ","  17,177,910 ","  14,025,252 ","  26,607,044 ","  18,064,497 ","  13,891,911 ","  17,724,398 ","  16,082,165 ","  19,522,840 ","  15,123,447 ","  13,361,312 ","  18,986,392 ","  8 ","  6 "
"SAN MARTIN_HUALLAGA","0","0","0","0","1","1","1","4","0.55055838823318","0.556192278862","0.5366325378418","0.53822541236877","0.54359292984009","0.53641670942307","0.5353752374649","0.56074678897858","  43,182,437 ","  29,603,142 ","  11,821,776 ","  39,433,592 ","  25,537,465 ","  14,984,172 ","  9,838,389 ","  13,125,242 ","  21,160,124 ","  28,113,321 ","  8,926,972 ","  26,449,704 ","  19,554,870 ","  13,298,991 ","  9,068,462 ","  8,788,060 ","  7 ","  5 "
"SAN MARTIN_LAMAS","0","4","4","3","1","7","3","5","0.50118255615234","0.50411927700043","0.50015980005264","0.48192211985588","0.50214314460754","0.50014996528625","0.50432562828064","0.52462792396545","  26,463,741 ","  29,030,252 ","  39,238,704 ","  46,509,735 ","  35,059,799 ","  32,466,955 ","  25,221,269 ","  57,436,736 ","  22,038,749 ","  19,935,220 ","  30,596,150 ","  33,686,129 ","  30,125,146 ","  30,793,122 ","  21,802,377 ","  35,526,009 ","  8 ","  4 "
"SAN MARTIN_MARISCAL CACERES","5","1","2","2","0","2","0","15","0.55254638195038","0.5494379401207","0.56749498844147","0.5280824303627","0.55637377500534","0.55411869287491","0.55516576766968","0.55848389863968","  23,568,615 ","  32,743,262 ","  43,455,847 ","  42,282,379 ","  33,156,283 ","  42,941,477 ","  45,296,166 ","  30,739,776 ","  18,309,629 ","  21,031,268 ","  38,981,379 ","  37,108,677 ","  27,626,820 ","  38,363,572 ","  42,212,103 ","  24,337,780 ","  10 ","  7 "
"SAN MARTIN_MOYOBAMBA","3","3","4","3","6","3","16","17","0.58182263374329","0.59138196706772","0.5862842798233","0.56761276721954","0.57436788082123","0.58046650886536","0.56929218769073","0.5743653178215","  79,220,071 ","  76,503,601 ","  81,312,251 ","  100,194,136 ","  75,831,995 ","  76,635,738 ","  70,444,081 ","  73,099,363 ","  56,042,292 ","  48,105,149 ","  35,007,782 ","  57,068,137 ","  64,947,471 ","  59,764,618 ","  54,924,502 ","  55,524,700 ","  9 ","  8 "
"SAN MARTIN_PICOTA","2","3","1","2","0","1","1","3","0.5412712097168","0.53945189714432","0.54847747087479","0.5162878036499","0.54331696033478","0.52947402000427","0.53841823339462","0.55578672885895","  28,726,572 ","  44,756,018 ","  48,784,320 ","  62,724,366 ","  91,318,242 ","  87,674,158 ","  46,709,658 ","  19,436,654 ","  11,460,969 ","  23,466,178 ","  19,734,039 ","  37,799,487 ","  31,215,666 ","  60,887,400 ","  40,524,030 ","  13,353,570 ","  8 ","  7 "
"SAN MARTIN_RIOJA","1","0","3","6","2","5","2","6","0.56550598144531","0.57102626562119","0.56786149740219","0.54661172628403","0.54875195026398","0.55596554279327","0.55298489332199","0.5606215596199","  29,623,786 ","  32,042,927 ","  28,842,998 ","  45,701,565 ","  43,778,334 ","  41,511,815 ","  37,686,734 ","  37,986,295 ","  22,930,559 ","  21,373,232 ","  21,006,206 ","  24,002,763 ","  29,760,318 ","  30,922,250 ","  32,014,069 ","  26,817,708 ","  12 ","  4 "
"SAN MARTIN_SAN MARTIN","2","2","4","2","6","2","3","4","0.65290224552155","0.65993314981461","0.64405685663223","0.637022793293","0.64743775129318","0.65032941102982","0.62752670049667","0.63164532184601","  86,820,544 ","  74,083,602 ","  65,516,775 ","  76,150,885 ","  69,002,835 ","  66,164,324 ","  63,807,693 ","  77,620,464 ","  52,170,629 ","  59,714,652 ","  46,046,204 ","  54,941,565 ","  57,759,529 ","  48,643,440 ","  58,578,521 ","  67,157,335 ","  12 ","  9 "
"SAN MARTIN_TOCACHE","1","3","2","1","2","1","3","11","0.57187640666962","0.57344192266464","0.57607293128967","0.55766755342484","0.57605475187302","0.56565523147583","0.5641103386879","0.58190083503723","  34,594,822 ","  56,080,634 ","  42,823,681 ","  83,257,113 ","  78,334,443 ","  136,848,694 ","  98,395,110 ","  40,812,013 ","  25,460,344 ","  32,196,943 ","  36,031,695 ","  31,337,246 ","  33,758,457 ","  48,323,209 ","  32,575,652 ","  33,817,443 ","  11 ","  9 "
"TACNA_CANDARAVE","0","2","2","2","2","0","2","5","0.52070266008377","0.51318317651749","0.53441458940506","0.49573594331741","0.50178825855255","0.56719660758972","0.50819319486618","0.54474502801895","  6,136,223 ","  8,613,482 ","  10,016,088 ","  16,345,596 ","  16,151,827 ","  15,664,742 ","  15,704,361 ","  18,806,066 ","  4,090,094 ","  6,807,047 ","  5,706,607 ","  4,405,114 ","  12,399,455 ","  8,580,076 ","  10,702,372 ","  13,371,586 ","  7 ","  6 "
"TACNA_JORGE BASADRE","3","4","11","6","7","9","9","15","0.70765727758408","0.70750504732132","0.70574587583542","0.65607833862305","0.63082951307297","0.66341829299927","0.68015116453171","0.69722706079483","  48,774,080 ","  28,464,809 ","  39,569,864 ","  68,580,092 ","  92,672,279 ","  150,585,865 ","  95,720,908 ","  121,815,000 ","  38,182,040 ","  15,691,850 ","  28,224,142 ","  30,643,730 ","  58,602,788 ","  95,515,831 ","  66,590,276 ","  69,005,623 ","  4 ","  7 "
"TACNA_TACNA","0","1","0","0","1","2","1","3","0.69881123304367","0.69371575117111","0.68903857469559","0.64237368106842","0.63348567485809","0.67532336711884","0.6761200428009","0.6665735244751","  148,538,904 ","  172,217,801 ","  147,226,026 ","  163,886,883 ","  144,782,403 ","  172,652,124 ","  178,920,780 ","  201,965,317 ","  108,070,521 ","  127,107,676 ","  103,757,134 ","  98,012,617 ","  114,081,725 ","  146,746,603 ","  131,813,786 ","  170,630,315 ","  16 ","  13 "
"TACNA_TARATA","0","2","4","5","5","2","1","5","0.5526824593544","0.53239244222641","0.5617840886116","0.51712197065353","0.52196943759918","0.5849501490593","0.53305566310883","0.54393857717514","  3,314,479 ","  3,085,820 ","  3,915,129 ","  16,430,046 ","  15,803,895 ","  12,129,320 ","  7,305,312 ","  11,477,514 ","  2,356,758 ","  2,489,298 ","  3,413,523 ","  4,795,668 ","  12,802,892 ","  9,202,288 ","  6,079,939 ","  7,755,026 ","  7 ","  7 "
"TUMBES_CONTRALMIRANTE VILLAR","1","0","3","13","6","4","4","9","0.62662929296494","0.63094562292099","0.62359714508057","0.59015339612961","0.60073924064636","0.62326753139496","0.61274772882462","0.61248987913132","  35,527,539 ","  36,004,485 ","  31,531,529 ","  59,464,129 ","  43,350,478 ","  59,872,454 ","  44,537,616 ","  43,518,449 ","  20,360,913 ","  26,366,346 ","  15,657,627 ","  29,465,226 ","  23,830,675 ","  39,334,444 ","  34,163,251 ","  37,120,817 ","  4 ","  8 "
"TUMBES_TUMBES","3","1","6","6","3","5","8","20","0.64408910274506","0.64576643705368","0.64553487300873","0.60566490888596","0.61847347021103","0.64380669593811","0.63634985685349","0.63171863555908","  91,826,485 ","  90,129,678 ","  83,769,366 ","  124,531,267 ","  118,695,383 ","  128,719,927 ","  107,812,362 ","  125,128,146 ","  40,244,302 ","  55,740,182 ","  51,993,925 ","  62,044,238 ","  86,229,368 ","  87,603,742 ","  76,456,511 ","  84,140,401 ","  14 ","  8 "
"TUMBES_ZARUMILLA","3","1","1","2","2","1","3","6","0.62686949968338","0.62815397977829","0.6198832988739","0.58165979385376","0.59317183494568","0.61421740055084","0.61295729875565","0.61172389984131","  33,890,392 ","  38,564,144 ","  36,703,173 ","  41,178,175 ","  46,221,161 ","  55,337,910 ","  70,265,947 ","  59,932,266 ","  25,703,824 ","  23,274,836 ","  19,945,146 ","  26,516,255 ","  31,001,479 ","  35,234,578 ","  56,632,611 ","  44,586,719 ","  8 ","  10 "
"UCAYALI_ATALAYA","2","0","4","4","13","14","12","5","0.48840996623039","0.49708488583565","0.5182221531868","0.48710402846336","0.47807410359383","0.51282155513763","0.51689970493317","0.53234773874283","  77,449,865 ","  67,734,201 ","  67,530,055 ","  77,904,456 ","  92,986,942 ","  127,919,409 ","  127,970,311 ","  136,411,671 ","  58,452,323 ","  45,832,931 ","  38,707,663 ","  41,928,072 ","  54,354,079 ","  93,090,570 ","  55,670,915 ","  91,630,049 ","  5 ","  7 "
"UCAYALI_CORONEL PORTILLO","5","2","13","6","2","3","2","15","0.59654593467712","0.60422956943512","0.60276168584824","0.57637095451355","0.57813721895218","0.60675555467606","0.61877357959747","0.61220234632492","  149,400,172 ","  157,083,098 ","  172,557,863 ","  195,204,852 ","  166,745,614 ","  194,149,915 ","  181,913,785 ","  203,702,071 ","  124,001,039 ","  118,695,871 ","  134,347,929 ","  144,903,910 ","  144,877,230 ","  167,266,879 ","  144,179,778 ","  160,017,882 ","  15 ","  8 "
"UCAYALI_PADRE ABAD","3","1","8","8","10","16","3","15","0.54575330018997","0.55727052688599","0.54048764705658","0.5419734120369","0.52781230211258","0.5599639415741","0.55230152606964","0.56237107515335","  63,595,919 ","  108,121,305 ","  104,758,689 ","  85,846,555 ","  58,941,083 ","  78,941,266 ","  48,227,106 ","  64,867,351 ","  35,078,690 ","  59,351,452 ","  76,956,926 ","  44,481,573 ","  32,040,573 ","  34,100,973 ","  39,296,831 ","  40,689,699 ","  11 ","  7 "
"UCAYALI_PURUS","2","0","5","1","3","9","3","4","0.46038311719894","0.51581734418869","0.50802600383759","0.48118981719017","0.48101994395256","0.50383561849594","0.52861881256104","0.54285663366318","  7,927,119 ","  11,166,679 ","  13,264,494 ","  9,325,078 ","  7,969,218 ","  10,064,978 ","  14,897,581 ","  11,439,441 ","  6,211,250 ","  7,737,880 ","  11,401,112 ","  5,844,396 ","  7,116,703 ","  8,244,450 ","  11,494,812 ","  10,675,689 ","  8 ","  8 "
